uf,geocode,regional,regional_geocode,macroregional,macroregional_geocode
SP,3511102,Catanduva,35151,RRAS12,3531
SP,3509205,Franco da Rocha,35012,RRAS3,3524
SP,3514205,Jales,35153,RRAS12,3531
SP,3517109,Consórcios do DRS II,35023,RRAS12,3531
SP,3529658,Jales,35153,RRAS12,3531
SP,3507308,Jaú,35064,RRAS9,3518
SP,3507100,Bragança,35071,RRAS16,3527
SP,3506409,Central do DRS II,35021,RRAS12,3531
SP,3505708,Rota dos Bandeirantes,35014,RRAS5,3522
SP,3505203,Jaú,35064,RRAS9,3518
SP,3507704,Consórcios do DRS II,35023,RRAS12,3531
SP,3504800,São José do Rio Preto,35155,RRAS12,3531
SP,3504602,São José do Rio Preto,35155,RRAS12,3531
SP,3504107,Bragança,35071,RRAS16,3527
SP,3503901,Alto do Tietê,35011,RRAS2,3525
SP,3503802,RM de Campinas,35072,RRAS15,3528
SP,3503604,Polo Cuesta,35063,RRAS9,3518
SP,3506201,Central do DRS II,35021,RRAS12,3531
SP,3503158,Circ. da Fé e Vale Histórico,35172,RRAS17,3526
SP,3502903,Sorocaba,35163,RRAS8,3519
SP,3502606,Jales,35153,RRAS12,3531
SP,3502408,Alta Sorocabana,35112,RRAS11,3532
SP,3502002,Rio Claro,35104,RRAS14,3529
SP,3500808,Alta Sorocabana,35112,RRAS11,3532
SP,3518602,Horizonte Verde,35131,RRAS13,3530
SP,3507209,Assis,35092,RRAS10,3533
SP,3530102,Lagos do DRS II,35022,RRAS12,3531
SP,3537156,Assis,35092,RRAS10,3533
SP,3503356,Tupã,35095,RRAS10,3533
SP,3501707,Central do DRS III,35031,RRAS13,3530
SP,3501509,Marília,35093,RRAS10,3533
SP,3501152,Sorocaba,35163,RRAS8,3519
SP,3504206,Central do DRS II,35021,RRAS12,3531
SP,3505005,Vale do Jurumirim,35061,RRAS9,3518
SP,3505807,Tupã,35095,RRAS10,3533
SP,3501301,Alta Sorocabana,35112,RRAS11,3532
SP,3501202,Votuporanga,35157,RRAS12,3531
SP,3503307,Araras,35101,RRAS14,3529
SP,3529807,Jaú,35064,RRAS9,3518
SP,3521002,Sorocaba,35163,RRAS8,3519
SP,3500402,Mantiqueira,35142,RRAS15,3528
SP,3500501,Circuito das Águas,35074,RRAS15,3528
SP,3537206,Vale do Ribeira,35121,RRAS7,3520
SP,3533700,Marília,35093,RRAS10,3533
SP,3533601,Alta Anhanguera,35082,RRAS13,3530
SP,3552205,Sorocaba,35163,RRAS8,3519
SP,3549805,São José do Rio Preto,35155,RRAS12,3531
SP,3533403,RM de Campinas,35072,RRAS15,3528
SP,3552106,Bragança,35071,RRAS16,3527
SP,3517208,Lins,35065,RRAS9,3518
SP,3519709,Sorocaba,35163,RRAS8,3519
MG,3101102,Resplendor,31040,Leste,3106
SP,3515400,Vale do Jurumirim,35061,RRAS9,3518
SP,3514106,Jaú,35064,RRAS9,3518
SP,3546405,Ourinhos,35094,RRAS10,3533
SP,3511003,Lagos do DRS II,35022,RRAS12,3531
SP,3529203,Alta Sorocabana,35112,RRAS11,3532
SP,3508900,Alta Sorocabana,35112,RRAS11,3532
PE,2610608,Limoeiro,26006,Metropolitana,2607
PE,2610103,Garanhuns,26004,Agreste,2608
PE,2609303,Salgueiro,26011,Vale do S.Francisco e Araripe,2605
PB,2501534,4ª Região,25004,Campina Grande,2502
PB,2511103,4ª Região,25004,Campina Grande,2502
PB,2516706,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2516409,2ª Região,25002,João Pessoa,2503
PB,2515906,2ª Região,25002,João Pessoa,2503
PB,2502151,16ª Região,25016,Campina Grande,2502
PB,2502201,9ª Região,25009,Sertão/Alto Sertão,2501
PB,2502508,15ª Região,25015,Campina Grande,2502
PB,2502607,7ª Região,25007,Sertão/Alto Sertão,2501
PB,2503001,1ª Região Mata Atlântica,25001,João Pessoa,2503
PB,2503209,1ª Região Mata Atlântica,25001,João Pessoa,2503
PB,2503308,9ª Região,25009,Sertão/Alto Sertão,2501
PB,2503407,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2503555,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2503704,9ª Região,25009,Sertão/Alto Sertão,2501
PB,2504033,14ª Região,25014,João Pessoa,2503
PB,2504306,8ª Região,25008,Sertão/Alto Sertão,2501
PB,2504504,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2504603,1ª Região Mata Atlântica,25001,João Pessoa,2503
PB,2504850,5ª Região,25005,Campina Grande,2502
PI,2200400,Entre Rios,22004,Meio Norte,2208
PB,2505709,2ª Região,25002,João Pessoa,2503
PB,2506103,16ª Região,25016,Campina Grande,2502
PB,2506202,4ª Região,25004,Campina Grande,2502
PB,2506509,5ª Região,25005,Campina Grande,2502
PB,2506707,11ª Região,25011,Sertão/Alto Sertão,2501
PB,2507002,7ª Região,25007,Sertão/Alto Sertão,2501
PB,2507101,14ª Região,25014,João Pessoa,2503
PB,2507606,12ª Região,25012,João Pessoa,2503
PB,2508109,13ª Região,25013,Sertão/Alto Sertão,2501
PB,2508208,2ª Região,25002,João Pessoa,2503
PB,2508901,14ª Região,25014,João Pessoa,2503
PB,2509008,11ª Região,25011,Sertão/Alto Sertão,2501
PB,2509057,14ª Região,25014,João Pessoa,2503
PB,2509339,3ª Região,25003,Campina Grande,2502
PB,2509370,8ª Região,25008,Sertão/Alto Sertão,2501
PB,2509503,3ª Região,25003,Campina Grande,2502
PB,2509909,15ª Região,25015,Campina Grande,2502
PB,2510006,10ª Região,25010,Sertão/Alto Sertão,2501
PB,2510105,4ª Região,25004,Campina Grande,2502
PB,2510303,4ª Região,25004,Campina Grande,2502
PB,2510501,16ª Região,25016,Campina Grande,2502
PB,2510907,13ª Região,25013,Sertão/Alto Sertão,2501
PB,2511202,12ª Região,25012,João Pessoa,2503
PB,2511509,12ª Região,25012,João Pessoa,2503
PB,2511806,2ª Região,25002,João Pessoa,2503
PI,2208551,Vale dos Rios Piauí e Itaueiras,22011,Cerrados,2210
PB,2512408,16ª Região,25016,Campina Grande,2502
PB,2512747,2ª Região,25002,João Pessoa,2503
PB,2512762,1ª Região Mata Atlântica,25001,João Pessoa,2503
PB,2513109,12ª Região,25012,João Pessoa,2503
PI,2209302,Chapada das Mangabeiras,22002,Cerrados,2210
PB,2513604,7ª Região,25007,Sertão/Alto Sertão,2501
PB,2513851,16ª Região,25016,Campina Grande,2502
PI,2209559,Serra da Capivara,22006,Cerrados,2210
PB,2513984,10ª Região,25010,Sertão/Alto Sertão,2501
PB,2514305,7ª Região,25007,Sertão/Alto Sertão,2501
PB,2514800,5ª Região,25005,Campina Grande,2502
PB,2515401,4ª Região,25004,Campina Grande,2502
PB,2515500,5ª Região,25005,Campina Grande,2502
PB,2515609,2ª Região,25002,João Pessoa,2503
PB,2515708,7ª Região,25007,Sertão/Alto Sertão,2501
PB,2515930,2ª Região,25002,João Pessoa,2503
PI,2210383,Vale do Sambito,22010,Semi-árido,2207
MG,3167301,Ubá,31048,Sudeste,3107
PI,2210656,Carnaubais,22001,Meio Norte,2208
MG,3167905,Ubá,31048,Sudeste,3107
MG,3168408,Governador Valadares,31036,Leste,3106
MG,3168606,Teófilo Otoni / Malacacheta,31099,Nordeste,3111
MG,3169307,Três Corações,31010,Sul,3101
MG,3170503,Ponte Nova,31060,Leste do Sul,3110
MG,3170909,Brasília de Minas/São Francisco,31049,Norte,3108
PB,2510600,5ª Região,25005,Campina Grande,2502
PB,2512002,16ª Região,25016,Campina Grande,2502
PB,2513208,10ª Região,25010,Sertão/Alto Sertão,2501
PB,2516607,11ª Região,25011,Sertão/Alto Sertão,2501
PR,4123006,8ª RS Francisco Beltrão,41008,Oeste,4108
PB,2502904,8ª Região,25008,Sertão/Alto Sertão,2501
PB,2500734,5ª Região,25005,Campina Grande,2502
PB,2501005,2ª Região,25002,João Pessoa,2503
PB,2501609,4ª Região,25004,Campina Grande,2502
PB,2504074,5ª Região,25005,Campina Grande,2502
PB,2505402,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2505907,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2509396,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2509404,12ª Região,25012,João Pessoa,2503
PB,2511004,7ª Região,25007,Sertão/Alto Sertão,2501
PB,2511301,7ª Região,25007,Sertão/Alto Sertão,2501
PB,2511400,4ª Região,25004,Campina Grande,2502
PB,2511608,2ª Região,25002,João Pessoa,2503
PB,2512705,3ª Região,25003,Campina Grande,2502
PB,2513653,9ª Região,25009,Sertão/Alto Sertão,2501
PB,2512903,14ª Região,25014,João Pessoa,2503
PB,2513307,9ª Região,25009,Sertão/Alto Sertão,2501
PB,2514909,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2501807,1ª Região Mata Atlântica,25001,João Pessoa,2503
PB,2500908,3ª Região,25003,Campina Grande,2502
PB,2500775,10ª Região,25010,Sertão/Alto Sertão,2501
PB,2500601,1ª Região Mata Atlântica,25001,João Pessoa,2503
PB,2500403,3ª Região,25003,Campina Grande,2502
PI,2206308,Entre Rios,22004,Meio Norte,2208
PB,2501351,16ª Região,25016,Campina Grande,2502
PA,1501006,Tapajós,15010,Macrorregional III,1510
PA,1501808,Marajó II,15014,Macrorregional I,1512
PA,1502301,Metropolitana III,15008,Macrorregional II,1511
PA,1502400,Metropolitana III,15008,Macrorregional II,1511
PA,1502855,Baixo Amazonas,15002,Macrorregional III,1510
PA,1502905,Metropolitana III,15008,Macrorregional II,1511
PA,1502939,Carajás,15003,Macrorregional IV,1509
PR,4108452,5ª RS Guarapuava,41005,Leste,4107
PA,1503903,Baixo Amazonas,15002,Macrorregional III,1510
PA,1504000,Tocantins,15011,Macrorregional I,1512
PA,1505502,Metropolitana III,15008,Macrorregional II,1511
PA,1504604,Tocantins,15011,Macrorregional I,1512
PA,1504802,Baixo Amazonas,15002,Macrorregional III,1510
PA,1505494,Carajás,15003,Macrorregional IV,1509
SE,2806909,Propriá,28007,Macro Única,2801
PA,1505650,Baixo Amazonas,15002,Macrorregional III,1510
PA,1506351,Metropolitana I,15006,Macrorregional I,1512
PA,1506401,Marajó I,15013,Macrorregional I,1512
PA,1508357,Xingu,15012,Macrorregional III,1510
PA,1505304,Baixo Amazonas,15002,Macrorregional III,1510
PA,1500305,Marajó I,15013,Macrorregional I,1512
PA,1503705,Carajás,15003,Macrorregional IV,1509
PA,1506583,Araguaia,15001,Macrorregional IV,1509
PA,1507300,Araguaia,15001,Macrorregional IV,1509
PA,1507474,Rio Caetés,15009,Macrorregional II,1511
PA,1507508,Carajás,15003,Macrorregional IV,1509
PA,1507979,Baixo Amazonas,15002,Macrorregional III,1510
PA,1508001,Metropolitana II,15007,Macrorregional II,1511
PA,1500206,Metropolitana II,15007,Macrorregional II,1511
PA,1500503,Baixo Amazonas,15002,Macrorregional III,1510
PA,1501709,Rio Caetés,15009,Macrorregional II,1511
PA,1502764,Araguaia,15001,Macrorregional IV,1509
PA,1503507,Metropolitana III,15008,Macrorregional II,1511
PA,1504976,Carajás,15003,Macrorregional IV,1509
PA,1505437,Araguaia,15001,Macrorregional IV,1509
PA,1504505,Marajó II,15014,Macrorregional I,1512
PA,1500107,Tocantins,15011,Macrorregional I,1512
PA,1501501,Metropolitana I,15006,Macrorregional I,1512
PA,1501907,Metropolitana II,15007,Macrorregional II,1511
PA,1502202,Rio Caetés,15009,Macrorregional II,1511
PA,1503101,Marajó II,15014,Macrorregional I,1512
PA,1505551,Araguaia,15001,Macrorregional IV,1509
PA,1505809,Marajó II,15014,Macrorregional I,1512
PA,1506500,Metropolitana II,15007,Macrorregional II,1511
PA,1505403,Rio Caetés,15009,Macrorregional II,1511
PA,1503606,Tapajós,15010,Macrorregional III,1510
PA,1507953,Lago de Tucuruí,15004,Macrorregional IV,1509
PA,1508050,Tapajós,15010,Macrorregional III,1510
PA,1506708,Araguaia,15001,Macrorregional IV,1509
PA,1500800,Metropolitana I,15006,Macrorregional I,1512
RN,2411429,Caicó,24004,Macrorregião I,2402
PA,1501253,Araguaia,15001,Macrorregional IV,1509
PA,1502152,Carajás,15003,Macrorregional IV,1509
PA,1503408,Metropolitana III,15008,Macrorregional II,1511
PA,1504703,Tocantins,15011,Macrorregional I,1512
PA,1505031,Tapajós,15010,Macrorregional III,1510
PA,1506195,Tapajós,15010,Macrorregional III,1510
PA,1506609,Metropolitana III,15008,Macrorregional II,1511
PA,1507961,Metropolitana III,15008,Macrorregional II,1511
PA,1508126,Metropolitana III,15008,Macrorregional II,1511
PA,1508084,Araguaia,15001,Macrorregional IV,1509
PB,2500809,2ª Região,25002,João Pessoa,2503
PB,2502805,8ª Região,25008,Sertão/Alto Sertão,2501
PB,2503100,15ª Região,25015,Campina Grande,2502
PB,2504355,15ª Região,25015,Campina Grande,2502
RS,4304309,Região 14 - Fronteira Noroeste,43014,Missioneira,4312
PB,2506301,2ª Região,25002,João Pessoa,2503
PB,2506608,7ª Região,25007,Sertão/Alto Sertão,2501
PB,2508802,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2509107,1ª Região Mata Atlântica,25001,João Pessoa,2503
PB,2513000,6ª Região,25006,Sertão/Alto Sertão,2501
PB,2515005,12ª Região,25012,João Pessoa,2503
PB,2515807,16ª Região,25016,Campina Grande,2502
PB,2516755,16ª Região,25016,Campina Grande,2502
PB,2517209,10ª Região,25010,Sertão/Alto Sertão,2501
PB,2504009,16ª Região,25016,Campina Grande,2502
PR,4113205,2ª RS Metropolitana,41002,Leste,4107
PB,2515971,1ª Região Mata Atlântica,25001,João Pessoa,2503
PB,2500106,11ª Região,25011,Sertão/Alto Sertão,2501
PA,1500701,Marajó II,15014,Macrorregional I,1512
PA,1500404,Baixo Amazonas,15002,Macrorregional III,1510
PR,4109500,1ª RS Paranaguá,41001,Leste,4107
PA,1500347,Araguaia,15001,Macrorregional IV,1509
MT,5105507,Sudoeste Matogrossense,51012,Oeste,5102
MT,5103601,Sul Matogrossense,51013,Sul,5101
MT,5106307,Sul Matogrossense,51013,Sul,5101
MT,5100201,Médio Araguaia,51006,Leste,5104
MT,5106422,Vale do Peixoto,51015,Norte,5103
RN,2412104,Caicó,24004,Macrorregião I,2402
RN,2410801,Pau dos Ferros,24006,Macrorregião II,2401
RN,2413607,Pau dos Ferros,24006,Macrorregião II,2401
PR,4103024,8ª RS Francisco Beltrão,41008,Oeste,4108
MT,5105101,Vale dos Arinos,51016,Norte,5103
MT,5103700,Teles Pires,51014,Norte,5103
MT,5103403,Baixada Cuiabana,51002,Centro-Norte,5105
MS,5007406,Campo Grande,50001,Campo Grande,5008
MS,5003702,Dourados,50003,Dourados,5006
BA,2903706,Jequié,29015,Sul,2910
MG,3158201,Santa Maria do Suaçuí,31081,Leste,3106
MG,3154507,Janaúba/Monte Azul,31052,Norte,3108
MG,3138682,Brasília de Minas/São Francisco,31049,Norte,3108
MG,3128105,Piumhi,31093,Sul,3101
MG,3125952,Carangola,31042,Sudeste,3107
MG,3125507,Diamantina,31026,Jequitinhonha,3104
MG,3120706,Patos de Minas,31057,Noroeste,3109
MG,3116100,Turmalina/Minas Novas/Capelinha,31027,Jequitinhonha,3104
MS,5007976,Dourados,50003,Dourados,5006
MS,5008008,Campo Grande,50001,Campo Grande,5008
MS,5008305,Três Lagoas,50004,Três Lagoas,5005
MS,5000856,Dourados,50003,Dourados,5006
MS,5000906,Dourados,50003,Dourados,5006
MS,5000252,Campo Grande,50001,Campo Grande,5008
MS,5002605,Campo Grande,50001,Campo Grande,5008
MS,5003108,Campo Grande,50001,Campo Grande,5008
MS,5004304,Dourados,50003,Dourados,5006
MS,5006309,Três Lagoas,50004,Três Lagoas,5005
PR,4104105,2ª RS Metropolitana,41002,Leste,4107
MS,5006358,Dourados,50003,Dourados,5006
MS,5007109,Campo Grande,50001,Campo Grande,5008
MS,5007307,Campo Grande,50001,Campo Grande,5008
MS,5007505,Campo Grande,50001,Campo Grande,5008
MT,5103452,Médio Norte Matogrossense,51007,Centro-Norte,5105
MT,5105002,Sudoeste Matogrossense,51012,Oeste,5102
MT,5105309,Norte Araguaia Karajá,51009,Leste,5104
MT,5106182,Sudoeste Matogrossense,51012,Oeste,5102
MT,5106265,Vale do Peixoto,51015,Norte,5103
MT,5108006,Teles Pires,51014,Norte,5103
MT,5108204,Garças Araguaia,51005,Leste,5104
MT,5108501,Teles Pires,51014,Norte,5103
MT,5100250,Alto Tapajós,51001,Norte,5103
MT,5106455,Baixada Cuiabana,51002,Centro-Norte,5105
MT,5106778,Araguaia Xingu,51003,Leste,5104
MT,5107008,Sul Matogrossense,51013,Sul,5101
MT,5103007,Baixada Cuiabana,51002,Centro-Norte,5105
RS,4310751,Região 01 - Verdes Campos,43001,Centro-oeste,4314
RS,4311007,Região 21 - Sul,43021,Sul,4309
RS,4311106,Região 02 - Entre Rios,43002,Centro-oeste,4314
RS,4311130,Região 02 - Entre Rios,43002,Centro-oeste,4314
RS,4311155,Região 13 - Diversidade,43013,Missioneira,4312
MT,5104559,Norte Matogrossense,51010,Norte,5103
MT,5104609,Sul Matogrossense,51013,Sul,5101
RS,4311239,Região 27 - Jacuí Centro,43027,Vales,4308
RS,4311254,Região 19 - Botucaraí,43019,Norte,4311
RS,4311270,Região 17 - Planalto,43017,Norte,4311
ES,3203502,Norte,32003,Norte,3206
ES,3204500,Metropolitana,32002,Metropolitana,3207
PE,2603926,Serra Talhada,26012,Sertão,2606
PE,2608453,Limoeiro,26006,Metropolitana,2607
PE,2600807,Caruaru,26003,Agreste,2608
PE,2610905,Caruaru,26003,Agreste,2608
RJ,3305109,Metropolitana I,33005,Macrorregião II,3311
RN,2402709,Caicó,24004,Macrorregião I,2402
RN,2408300,São José de Mipibu,24001,Macrorregião I,2402
RN,2411601,João Câmara,24003,Macrorregião I,2402
RN,2411908,Pau dos Ferros,24006,Macrorregião II,2401
MT,5107578,Sudoeste Matogrossense,51012,Oeste,5102
MT,5100300,Sul Matogrossense,51013,Sul,5101
MT,5102504,Oeste Matogrossense,51011,Oeste,5102
MT,5102793,Alto Tapajós,51001,Norte,5103
MT,5103205,Norte Matogrossense,51010,Norte,5103
MT,5107354,Araguaia Xingu,51003,Leste,5104
MT,5100409,Sul Matogrossense,51013,Sul,5101
MT,5101605,Baixada Cuiabana,51002,Centro-Norte,5105
MT,5101902,Noroeste Matogrossense,51008,Centro-Norte,5105
MT,5106828,Oeste Matogrossense,51011,Oeste,5102
MT,5103361,Sudoeste Matogrossense,51012,Oeste,5102
MT,5103437,Oeste Matogrossense,51011,Oeste,5102
MT,5100102,Baixada Cuiabana,51002,Centro-Norte,5105
RS,4311734,Região 04 - Belas Praias,43004,Metropolitana,4313
RS,4311700,Região 18 - Araucárias,43018,Norte,4311
RS,4311718,Região 03 - Fronteira Oeste,43003,Centro-oeste,4314
RS,4311791,Região 08 - Vale do Caí e Metropolitana,43008,Metropolitana,4313
RS,4312104,Região 02 - Entre Rios,43002,Centro-oeste,4314
RS,4312153,Região 28 - Vinte e Oito,43028,Vales,4308
RS,4312203,Região 18 - Araucárias,43018,Norte,4311
RS,4312252,Região 09 - Carbonífera/Costa Doce,43009,Metropolitana,4313
RS,4312302,Região 20 - Rota da Produção,43020,Norte,4311
MT,5106000,Centro Norte,51004,Centro-Norte,5105
MT,5107859,Norte Araguaia Karajá,51009,Leste,5104
MT,5108055,Vale do Peixoto,51015,Norte,5103
MT,5108907,Centro Norte,51004,Centro-Norte,5105
MT,5107156,Oeste Matogrossense,51011,Oeste,5102
MG,3111606,Alfenas / Machado,31001,Sul,3101
MS,5003454,Dourados,50003,Dourados,5006
MS,5007802,Três Lagoas,50004,Três Lagoas,5005
MS,5005707,Dourados,50003,Dourados,5006
MS,5004601,Dourados,50003,Dourados,5006
MS,5004007,Dourados,50003,Dourados,5006
MS,5003900,Campo Grande,50001,Campo Grande,5008
MS,5003504,Dourados,50003,Dourados,5006
MS,5002951,Campo Grande,50001,Campo Grande,5008
MS,5002704,Campo Grande,50001,Campo Grande,5008
MS,5001904,Três Lagoas,50004,Três Lagoas,5005
MS,5008404,Dourados,50003,Dourados,5006
MS,5006606,Dourados,50003,Dourados,5006
MS,5003488,Campo Grande,50001,Campo Grande,5008
MS,5000609,Dourados,50003,Dourados,5006
MS,5006002,Campo Grande,50001,Campo Grande,5008
MS,5005103,Dourados,50003,Dourados,5006
MS,5003751,Dourados,50003,Dourados,5006
MG,3162609,Ipatinga,31037,Vale do Aço,3114
RS,4309902,Região 18 - Araucárias,43018,Norte,4311
RS,4309951,Região 19 - Botucaraí,43019,Norte,4311
RS,4310009,Região 12 - Portal das Missões,43012,Missioneira,4312
RS,4310108,Região 06 - Vale do Paranhana e Costa Serr,43006,Metropolitana,4313
RS,4310306,Região 29 - Vales e Montanhas,43029,Vales,4308
RS,4310363,Região 30 - Vale da Luz,43030,Vales,4308
RS,4310405,Região 14 - Fronteira Noroeste,43014,Missioneira,4312
GO,5204854,Pirineus,52011,Centro-Norte,5209
GO,5205000,São Patrício I,52013,Centro-Norte,5209
GO,5205455,Centro Sul,52002,Centro Sudeste,5210
GO,5205901,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5206800,Central,52001,Centro-Oeste,5208
GO,5209150,Sul,52017,Centro Sudeste,5210
GO,5209606,Rio Vermelho,52012,Centro-Oeste,5208
GO,5210406,Rio Vermelho,52012,Centro-Oeste,5208
GO,5212709,Nordeste II,52007,Nordeste,5207
GO,5213855,São Patrício I,52013,Centro-Norte,5209
GO,5215256,Norte,52008,Centro-Norte,5209
GO,5215900,Oeste II,52010,Centro-Oeste,5208
GO,5217104,Centro Sul,52002,Centro Sudeste,5210
GO,5204003,Entorno Norte,52003,Nordeste,5207
GO,5206602,Estrada de Ferro,52005,Centro Sudeste,5210
GO,5207253,Sudoeste II,52016,Sudoeste,5206
GO,5212600,Centro Sul,52002,Centro Sudeste,5210
GO,5200209,Sul,52017,Centro Sudeste,5210
GO,5209457,São Patrício I,52013,Centro-Norte,5209
GO,5209804,Serra da Mesa,52014,Centro-Norte,5209
GO,5205521,Serra da Mesa,52014,Centro-Norte,5209
GO,5201504,Sudoeste II,52016,Sudoeste,5206
GO,5202353,Oeste I,52009,Centro-Oeste,5208
GO,5216007,Sul,52017,Centro Sudeste,5210
GO,5220009,Entorno Norte,52003,Nordeste,5207
GO,5221577,São Patrício I,52013,Centro-Norte,5209
MA,2100808,Chapadinha,21006,Norte,2110
MA,2106508,Viana,21018,Norte,2110
MG,3100609,Santa Maria do Suaçuí,31081,Leste,3106
MG,3102803,Lima Duarte,31090,Sudeste,3107
MG,3106606,Águas Formosas,31062,Nordeste,3111
MG,3110301,Poços de Caldas,31006,Sul,3101
MG,3112000,Campo Belo,31089,Oeste,3105
MG,3112703,Francisco Sá,31051,Norte,3108
MG,3116001,Manhuaçu,31059,Leste do Sul,3110
RS,4310538,Região 01 - Verdes Campos,43001,Centro-oeste,4314
MG,3122702,Ponte Nova,31060,Leste do Sul,3110
MG,3167400,Pouso Alegre,31007,Sul,3101
MG,3169406,Três Pontas,31011,Sul,3101
MG,3169901,Ubá,31048,Sudeste,3107
MG,3170008,Brasília de Minas/São Francisco,31049,Norte,3108
MG,3170107,Uberaba,31072,Triângulo do Sul,3112
MG,3170479,Unaí,31058,Noroeste,3109
MG,3100906,Águas Formosas,31062,Nordeste,3111
MG,3170529,Brasília de Minas/São Francisco,31049,Norte,3108
MG,3171030,Janaúba/Monte Azul,31052,Norte,3108
BA,2932705,Ilhéus,29009,Sul,2910
SP,3550605,Sorocaba,35163,RRAS8,3519
GO,5221452,Norte,52008,Centro-Norte,5209
GO,5200308,Pirineus,52011,Centro-Norte,5209
GO,5217302,Pirineus,52011,Centro-Norte,5209
GO,5213905,Rio Vermelho,52012,Centro-Oeste,5208
MA,2100907,Chapadinha,21006,Norte,2110
MA,2111300,São Luís,21016,Norte,2110
MA,2104206,Presidente Dutra,21012,Leste,2111
MA,2111508,Codó,21007,Leste,2111
MA,2111029,Santa Inês,21014,Norte,2110
AC,1200401,Baixo Acre e Purus,12002,Acre,1201
AC,1200302,Juruá e Tarauacá/Envira,12003,Acre,1201
AC,1200328,Baixo Acre e Purus,12002,Acre,1201
AC,1200708,Alto Acre,12001,Acre,1201
AL,2705606,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2706422,10ª Região de Saúde,27010,2ª Macrorregião de Saúde,2703
AL,2703106,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703
AL,2700409,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704
AL,2702009,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2702306,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704
AL,2702355,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2702603,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2703403,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2703502,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704
AL,2703809,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2704203,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2704500,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704
AL,2704708,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2704807,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703
AL,2705101,2ª Região de Saúde,27002,1ª Macrorregião de Saúde,2704
RN,2404606,João Câmara,24003,Macrorregião I,2402
AL,2706802,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704
AL,2706901,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2707701,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2708303,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2708907,1ª Região de Saúde,27001,1ª Macrorregião de Saúde,2704
AL,2709004,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703
AL,2709400,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704
AL,2701803,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
AL,2703908,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2705408,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
AL,2709301,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2701001,5ª Região de Saúde,27005,1ª Macrorregião de Saúde,2704
AL,2701100,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2701902,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704
AL,2702108,3ª Região de Saúde,27003,1ª Macrorregião de Saúde,2704
AL,2702702,6ª Região de Saúde,27006,1ª Macrorregião de Saúde,2704
AL,2703700,7ª Região de Saúde,27007,2ª Macrorregião de Saúde,2703
AL,2706109,9ª Região de Saúde,27009,2ª Macrorregião de Saúde,2703
RN,2403202,Pau dos Ferros,24006,Macrorregião II,2401
RN,2403509,São José de Mipibu,24001,Macrorregião I,2402
RN,2403806,Caicó,24004,Macrorregião I,2402
RN,2404853,Açu,24008,Macrorregião II,2401
RN,2406601,São José de Mipibu,24001,Macrorregião I,2402
RN,2407609,Mossoró,24002,Macrorregião II,2401
RN,2407807,São José de Mipibu,24001,Macrorregião I,2402
RN,2408953,João Câmara,24003,Macrorregião I,2402
AL,2704906,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704
AL,2705309,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703
AL,2706307,8ª Região de Saúde,27008,2ª Macrorregião de Saúde,2703
AL,2707602,4ª Região de Saúde,27004,1ª Macrorregião de Saúde,2704
SP,3551900,Norte - Barretos,35051,RRAS13,3530
AM,1300086,Rio Negro e Solimões,13002,Central,1304
